Name,Description,Category,Address,Latitude,Longitude,Icon Color,Google Maps URL,Operating Hours,Admission Fee,Ratings,Notes,Type
Providence Canyon State Park,"Picnic sites, miles of trails & campgrounds alongside deep, multi-colored canyons.",Roadside Attraction,"8930 Canyon Rd, Lumpkin, GA 31815, United States",32.06911043,-84.91427218,N/A,"https://www.google.co.uk/maps/place/Providence+Canyon+State+Park/@32.0689195,-84.9238423,2085m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x88f2d2082bc22761:0x804960f2068f878a!8m2!3d32.0689195!4d-84.9143151!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSAQpzdGF0ZV9wYXJr4AEA!16zL20vMDkxY214?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",7 AM–6 PM,,4.8/5,,Attraction
Etowah Indian Mounds State Historic Site,"Site of a Native American village, with a museum of excavated artifacts, a gift shop & picnic area.",Roadside Attraction,"813 Indian Mound Rd SE, Cartersville, GA 30120, United States",34.12839944,-84.80706,N/A,"https://www.google.co.uk/maps/place/Etowah+Indian+Mounds+State+Historic+Site/@34.1282307,-84.8167374,2036m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x88f54f2d28d88a67:0x9dc78925cffab5f2!8m2!3d34.1282307!4d-84.8072102!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSAQpzdGF0ZV9wYXJr4AEA!16zL20vMDNqeHo1?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",9 AM–5 PM,,4.7/5,,Attraction
Tiny Doors ATL,Tiny Doors ATL is an Atlanta art project bringing big wonder to tiny spaces.,Roadside Attraction,"225 Chester Ave SE Suite B, Atlanta, GA 30316, United States",33.74844353,-84.35945866,N/A,"https://www.google.co.uk/maps/place/Tiny+Doors+ATL/@33.7481313,-84.3689644,2045m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x88f5041a06eea25f:0x389d0e9ea85ac268!8m2!3d33.7481313!4d-84.3594372!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA!16s%2Fg%2F11c44w_1_0?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,4.4/5,,Attraction
The Allman Brothers Band Museum at The Big House,"Museum honoring The Allman Brothers Band, with original instruments, art & personal mementos.",Roadside Attraction,"2321 Vineville Ave, Macon, GA 31204, United States",32.84621161,-83.65587424,N/A,"https://www.google.co.uk/maps/place/The+Allman+Brothers+Band+Museum+at+The+Big+House/@32.8460043,-83.6654229,2067m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x88f3fe95f64330cf:0x9d124fcdafe46db0!8m2!3d32.8460043!4d-83.6558957!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSAQZtdXNldW3gAQA!16s%2Fm%2F05zhqff?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",11 AM–6 PM,,4.9/5,,Attraction
The Big Oak,"This circa 1680 oak tree, known as one of America's oldest living oaks, is a popular gathering spot.",Roadside Attraction,"124 E Monroe St, Thomasville, GA 31792, United States",30.84137242,-83.98169057,N/A,"https://www.google.co.uk/maps/place/The+Big+Oak/@30.8411237,-83.9913036,2112m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x88edb42ec34c5c93:0x864041932bcf7c1b!8m2!3d30.8411237!4d-83.9817764!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSARNoaXN0b3JpY2FsX2xhbmRtYXJr4AEA!16s%2Fm%2F0gg6yjt?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",8 AM–6 PM,,4.7/5,,Attraction
Delta Flight Museum,Kid-friendly museum tracing the history of Delta Airlines with hands-on exhibits & vintage aircraft.,Roadside Attraction,"1220 Woolman Pl, Hapeville, GA 30354, United States",33.65621597,-84.42231156,N/A,"https://www.google.co.uk/maps/place/Delta+Flight+Museum/@33.6559034,-84.4318173,2048m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x88f4fd447d12d96d:0xcd7ae18efe296d0d!8m2!3d33.6559034!4d-84.4222901!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSAQZtdXNldW3gAQA!16zL20vMDg4Mjh4?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",10 AM–4 PM,,4.7/5,,Attraction
Road To Tara Museum,"Unique collection of Gone With The Wind manuscripts, costumes & Civil War history exhibits.",Roadside Attraction,"Historic Train Depot, 104 N Main St, Jonesboro, GA 30236, United States",33.52216034,-84.35323804,N/A,"https://www.google.co.uk/maps/place/Road+To+Tara+Museum/@33.5218294,-84.3639025,2051m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x88f4fa28290f6a73:0xb24306dd23ad493b!8m2!3d33.5218294!4d-84.3543753!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSAQZtdXNldW3gAQA!16s%2Fg%2F1wfcpzzm?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",10 AM–4 PM,,4.6/5,,Attraction
Krog Street Tunnel,Funky tunnel lined with edgy street art & murals that's popular for photo & video shoots.,Roadside Attraction,"1 Krog St NE, Atlanta, GA 30307, United States",33.75325349,-84.36371227,N/A,"https://www.google.co.uk/maps/place/Krog+Street+Tunnel/@33.7529948,-84.3731751,2045m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x88f503f9ebb61235:0x4fde145848c7a41!8m2!3d33.7529948!4d-84.3636479!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA!16s%2Fm%2F0h_9h68?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.6/5,,Attraction
Lover's Oak,"Oak tree popular for photos, marked by a plaque noting that it has been living since 1787.",Roadside Attraction,"828 Albany St, Brunswick, GA 31520, United States",31.14263343,-81.48633338,N/A,"https://www.google.co.uk/maps/place/Lover's+Oak/@31.1423304,-81.4960537,2105m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x88e4d8389342016b:0xcd9fc5febaf2599f!8m2!3d31.1423304!4d-81.4865265!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSARNoaXN0b3JpY2FsX2xhbmRtYXJr4AEA!16s%2Fg%2F11c6zvfw_6?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.7/5,,Attraction
Paradise Garden Foundation,"Paradise Garden in Summerville, Georgia, was the home and workplace of Baptist minister and folk artist Howard Finster and is now a public park dedicated to his life and art. Paradise Garden, located at 200 North Lewis Street, is open to the public.",Roadside Attraction,"200 N Lewis St, Summerville, GA 30747, United States",34.51321786,-85.31628348,N/A,"https://www.google.co.uk/maps/place/Paradise+Garden+Foundation/@34.5129438,-85.3258536,2027m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x886023d4849bff33:0xd29461ea8b522c77!8m2!3d34.5129438!4d-85.3163264!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSARdoaXN0b3JpY2FsX3BsYWNlX211c2V1beABAA!16s%2Fm%2F0zt9lsx?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",11 AM–5 PM,,4.6/5,,Attraction
Dahlonega Gold Museum,Local culture & the area's early gold rush are the focus of this museum set in an old courthouse.,Roadside Attraction,"1 Public Square N, Dahlonega, GA 30533, United States",34.53287268,-83.9848389,N/A,"https://www.google.co.uk/maps/place/Dahlonega+Gold+Museum/@34.5326694,-83.9943661,2027m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x885f6628a9975949:0xc359025d38f29aa3!8m2!3d34.5326694!4d-83.9848389!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSAQZtdXNldW3gAQA!16zL20vMGdzY2Jn?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",9 AM–4:45 PM,,4.7/5,,Attraction
Tree That Owns Itself,"In the 1800s, a quirky professor deeded this oak tree ownership of itself & the surrounding land.",Roadside Attraction,"277 S Finley St, Athens, GA 30605, United States",33.95535797,-83.38192389,N/A,"https://www.google.co.uk/maps/place/Tree+That+Owns+Itself/@33.9549931,-83.3919017,2040m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x88f66d21ba1e5c57:0x3f61ac0431b0d6d3!8m2!3d33.9549931!4d-83.3823745!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSAQ1oaXN0b3JpY19zaXRl4AEA!16zL20vMGIyMWQw?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.8/5,,Attraction
World's Largest Amish Chair,"Built in March 2013, one of the more recent members of America's big chair club.",Roadside Attraction,"2193 Gainesville Hwy #2, Blairsville, GA 30512, United States",34.84433524,-83.93437014,N/A,"https://www.google.co.uk/maps/place/World's+Largest+Amish+Chair/@34.843939,-83.9446269,2019m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x885f17d4d37250c1:0x6120442182c74828!8m2!3d34.843939!4d-83.9350997!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSARJ0b3VyaXN0X2F0dHJhY3Rpb26aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUkxNVXhRU0ZSQkVBReABAPoBBAhuED4!16s%2Fg%2F11f2b5ym5q?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.2/5,,Attraction
The National Infantry Museum,"The National Infantry Museum boasts a wide variety of exhibits, both indoors and outdoors, that tell the story of the American Infantry Soldier from the Revolutionary War to the present day.",Roadside Attraction,"1775 Legacy Way #235, Columbus, GA 31903, United States",32.38924435,-84.95518417,N/A,"https://www.google.co.uk/maps/place/The+National+Infantry+Museum/@32.3890541,-84.9647972,2077m/data=!3m2!1e3!5s0x888cd3272ec6a317:0xf7cc6cb6511b762e!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x888cd32731abb4ad:0xf0c87fbbe23176de!8m2!3d32.3890541!4d-84.95527!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSAQthcm15X211c2V1beABAA!16s%2Fm%2F064m0gy?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",9 AM–5 PM,,4.9/5,,Attraction
Museum of Aviation,"Free U.S. Air Force museum featuring classic planes, historic displays & a flight simulator.",Roadside Attraction,"1942 Heritage Blvd, Robins AFB, GA 31098, United States",32.59240164,-83.58781528,N/A,"https://www.google.co.uk/maps/place/Museum+of+Aviation/@32.5921395,-83.5973854,2073m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x88f3e1bbf7a3f79b:0xeedc5d1fec0ce726!8m2!3d32.5921395!4d-83.5878582!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSAQZtdXNldW3gAQA!16s%2Fm%2F02q7159?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",9 AM–5 PM,,4.9/5,,Attraction
Chief Vann House Historic Site,"Elegant Cherokee house built in 1804, with a nature trail, gardens & guided tours.",Roadside Attraction,"82 GA-225, Chatsworth, GA 30705, United States",34.76347537,-84.821983,N/A,"https://www.google.co.uk/maps/place/Chief+Vann+House+Historic+Site/@34.763114,-84.8315102,2021m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x885fdd845c6c5f61:0x697e83788a224a43!8m2!3d34.763114!4d-84.821983!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSAQ1oaXN0b3JpY19zaXRl4AEA!16zL20vMDZxcTA1?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",9 AM–5 PM,,4.7/5,,Attraction
Sky Valley Overlook,,Roadside Attraction,"GA-246, Sky Valley, GA 30537, United States",34.99289717,-83.347779,N/A,"https://www.google.co.uk/maps/place/Sky+Valley+Overlook/@34.9926247,-83.3573062,2015m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x8858d8d9dcaa7d77:0xb44ae2e6a73d0bf!8m2!3d34.9926247!4d-83.347779!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSAQtzY2VuaWNfc3BvdJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOaGMxOWZaSEozUlJBQuABAPoBBAhYEEM!16s%2Fg%2F11bzv4s2v4?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.8/5,,Attraction
Tybee Island Light Station & Museum,Historic site with a lighthouse accessible to visitors via self-guided tours & a museum.,Roadside Attraction,"30 Meddin Dr, Tybee Island, GA 31328, United States",32.02267726,-80.8457068,N/A,"https://www.google.co.uk/maps/place/Tybee+Island+Light+Station+%26+Museum/@32.0223407,-80.855234,2086m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x88fb7f87b60bb03f:0x44cb40d94184347d!8m2!3d32.0223407!4d-80.8457068!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSAQZtdXNldW3gAQA!16s%2Fm%2F025z2g_?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",9 AM–4:30 PM,,4.7/5,,Attraction
Loudermilk Boarding House & Everything Elvis Museum,Storied former boarding house dating to 1908 housing a quirky museum of Elvis-themed memorabilia.,Roadside Attraction,"271 Fore Acre St, Cornelia, GA 30531, United States",34.51192598,-83.52358682,N/A,"https://www.google.co.uk/maps/place/Loudermilk+Boarding+House+%26+Everything+Elvis+Museum/@34.5116696,-83.5338865,2027m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x8858adf5b5811595:0x5d7c33390db5440b!8m2!3d34.5116696!4d-83.5243593!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSAQZtdXNldW3gAQA!16s%2Fg%2F11btx09y17?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,5.0/5,,Attraction
World Famous SamG Land,"Sam Granger  has turned his home and yard into a folk-art paradise. In the woods of Hollywood, Georgia, near Clarkesville, SamG crafts intricate works of art, from a variety of found materials.",Roadside Attraction,"1390 Tom Born Rd, Clarkesville, GA 30523, United States",34.67809364,-83.426807,N/A,"https://www.google.co.uk/maps/place/World+Famous+SamG+Land/@34.677926,-83.4363342,2023m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x8858b7005a964305:0x2013a734421c8fac!8m2!3d34.677926!4d-83.426807!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhkgESdG91cmlzdF9hdHRyYWN0aW9u4AEA!16s%2Fg%2F11y6m7k2ml?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,,,Attraction
Lovers Leap,,Roadside Attraction,"1400 Patten Rd, Lookout Mountain, GA 30750, United States",34.9743102,-85.34687802,N/A,"https://www.google.co.uk/maps/place/Lovers+Leap/@34.9740071,-85.3555029,1695m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x88605df414ec780d:0x79e1831bc7ae4f62!8m2!3d34.9740113!4d-85.3474915!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA!16s%2Fg%2F11t5nkns0w?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,4.6/5,,Attraction
American Prohibition Museum,"Artifacts & displays about the ban on alcohol from 1920-33, plus a retro speakeasy serving drinks.",Roadside Attraction,"209 W Saint Julian Street, Savannah, GA 31401, United States",32.08064377,-81.09467584,N/A,"https://www.google.co.uk/maps/place/JW+Marriott+Savannah+Plant+Riverside+District/@32.0804249,-81.0970107,620m/data=!3m2!1e3!5s0x88fb9e60c3349e9b:0x8b7dee12a404fcac!4m13!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m8!1s0x88fb9e60d9641959:0x3973d9be39472963!5m2!4m1!1i2!8m2!3d32.0833613!4d-81.0953474!16s%2Fg%2F11h56n1qcr?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,4.6/5,,Attraction
National Civil War Naval Museum,"Museum featuring historic Navy ships used during the Civil War, reenactments & ghost tours.",Roadside Attraction,"1002 Victory Dr, Columbus, GA 31901, United States",32.44697847,-84.9794312,N/A,"https://www.google.co.uk/maps/place/National+Civil+War+Naval+Museum/@32.4468653,-84.9823924,1038m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x888ccd79b5e0d2ad:0x5208403fe736a0ea!8m2!3d32.4468653!4d-84.9795599!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSAQ5oaXN0b3J5X211c2V1beABAA!16zL20vMGQ3djR0?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",10 AM–4:30 PM,,4.7/5,,Attraction
Cumberland Island National Seashore,"Preserved seashore with a wilderness area, undeveloped beaches, historic sites & cultural ruins.",Roadside Attraction,"Plum Orchard Dr, St Marys, GA 31558, United States",30.84732294,-81.4544429,N/A,"https://www.google.co.uk/maps/place/Cumberland+Island+National+Seashore/@30.847019,-81.4594425,2112m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x88e4e24386e0cd09:0xb107ab61f7addabb!8m2!3d30.8473132!4d-81.4545976!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSARBuYXRpb25hbF9yZXNlcnZl4AEA!16zL20vMDVncGJ2?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.9/5,,Attraction
Southern Forest World,"Southern Forest World is dedicated to telling the past and present story of forestry in the South. We are also home to Stuckie, the mummified dog.",Roadside Attraction,"1440 N Augusta Ave, Waycross, GA 31503, United States",31.23525563,-82.3831505,N/A,"https://www.google.co.uk/maps/place/Southern+Forest+World/@31.2349162,-82.3926777,2103m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x88effab17d604015:0x53a0f945fecc5233!8m2!3d31.2349162!4d-82.3831505!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSAQZtdXNldW3gAQA!16s%2Fg%2F1v940x2w?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",9 AM–2 PM,,4.7/5,,Attraction
Oakland Cemetery,This historic 1850s cemetery is the burial site of Margaret Mitchell & other notable locals.,Roadside Attraction,"248 Oakland Ave SE, Atlanta, GA 30312, United States",33.74875802,-84.37294678,N/A,"https://www.google.co.uk/maps/place/Oakland+Cemetery/@33.748535,-84.3825169,2045m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x88f503f2ad1efdcb:0x8e89c207b430d2a0!8m2!3d33.748535!4d-84.3729897!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSAQhjZW1ldGVyeeABAA!16zL20vMDViODlu?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,4.7/5,,Attraction
Folk Art Park,"A psychedelic tribute to one of Georgia's most unique artistic visionaries, out of place and time in the heart of Atlanta.",Roadside Attraction,"Courtland St NE, Atlanta, GA 30308, United States",33.76437901,-84.38328358,N/A,"https://www.google.co.uk/maps/place/Folk+Art+Park/@33.764049,-84.3935618,2045m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x88f50470c981da37:0x58d7b112e3213714!8m2!3d33.764049!4d-84.3840346!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSARJ0b3VyaXN0X2F0dHJhY3Rpb26aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUjFhR00zYTJ4QlJSQULgAQD6AQQIThBM!16s%2Fg%2F1wk7rq2k?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",6 AM–11 PM,,4.2/5,,Attraction
New Manchester Mill Ruins,"The mill, one of the largest factories in Georgia, was destroyed in 1864 by Union general William T. Sherman's troops during their march to the sea.",Roadside Attraction,"Lithia Springs, GA 30122, United States",33.74783698,-84.62323543,N/A,"https://www.google.co.uk/maps/place/New+Manchester+Mill+Ruins/@33.7476318,-84.632827,2045m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x88f521ea6c6b59cf:0x969dc838d2b6aee2!8m2!3d33.7476318!4d-84.6232998!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSARJ0b3VyaXN0X2F0dHJhY3Rpb26aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUjVaeTE1Vmw5UlJSQULgAQD6AQQIeBAy!16s%2Fg%2F11bv6pcyzn?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",9 AM–5 PM,,4.8/5,,Attraction
Sweet Eloise,"""Sweet Eloise"" is a retired B-29 bomber in an outdoor public location. It even has its own parking lot.",Roadside Attraction,"Atlantic Ave SE, Marietta, GA 30060, United States",33.92072099,-84.50410437,N/A,"https://www.google.co.uk/maps/place/Sweet+Eloise/@33.9205132,-84.5111446,1443m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x88f511c68b7ebc75:0x31042cafe3a0d87b!8m2!3d33.9205315!4d-84.5044204!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhkgESdG91cmlzdF9hdHRyYWN0aW9u4AEA!16s%2Fg%2F11lfbhwxq6?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,5.0/5,,Attraction
Kadie the Cow,"In the early 1960s, a giant 20 ft statue of a cow was erected over the Manchester Expressway in front of the Kinnett Dairies. The statue was moved in April 2022 to Woodruff Riverwalk Park.",Roadside Attraction,"1000 Bay Ave, Columbus, GA 31901, United States",32.46611468,-84.99578651,N/A,"https://www.google.co.uk/maps/place/Kadie+the+Cow/@32.4661307,-84.9984038,734m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Georgia!6e1!3m6!1s0x888cccb655d6b4d9:0xd6047a5cb1e72b22!8m2!3d32.4660078!4d-84.9959949!15sCh9Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBHZW9yZ2lhWiEiH3JvYWRzaWRlIGF0dHJhY3Rpb25zIGluIGdlb3JnaWGSARNoaXN0b3JpY2FsX2xhbmRtYXJrmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5ZY25SZlJDMUJSUkFC4AEA-gEECCsQNw!16s%2Fg%2F11g6bgf9gy?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.7/5,,Attraction
